6.8578667, 3.6265833
6.8833418, 3.7265381
6.8772183, 3.7527817
6.8735935, 3.7640042
6.7937767, 3.9244433
6.7930088, 3.9305586
6.7889558, 3.9628572
6.7888665, 3.9637914
6.7886339, 3.9657622
6.7663578, 4.0481321
6.7620233, 4.0606333
6.7573332, 4.107575
6.7658423, 4.1676483
6.73395, 4.3055017
6.7303225, 4.3787277
6.7269752, 4.5295807
6.7270333, 4.531095
6.7293967, 4.636215
6.72746, 4.6512283
6.7270417, 4.6644433
6.7246783, 4.6774633
6.7178883, 4.7042117
6.7236683, 4.732655
6.7238133, 4.7330283
6.73846, 4.7582517
6.74555, 4.7676233
6.748905, 4.774005
6.7515967, 4.783385
6.75504, 4.7982983
6.7576653, 4.8097683
6.7602526, 4.829118
6.7496195, 4.9455312
6.7799118, 5.0088551
6.7666136, 5.0839643
6.7294317, 5.1815717
6.7147528, 5.202711
6.6934467, 5.2348783
6.6399367, 5.320555
6.6166235, 5.3655276
6.6093833, 5.37691
6.5959533, 5.4070133
6.5848765, 5.435569
6.57859, 5.45073
6.5771917, 5.454135
6.5748873, 5.4595504
6.5681783, 5.4754567
6.5360034, 5.5385304
6.5300233, 5.543865
6.5211891, 5.5517778
6.5170267, 5.5555017
6.4846217, 5.581865
6.4795082, 5.5841016
6.4709575, 5.5877081
6.4616217, 5.6186883
6.4617452, 5.6227502
6.4477919, 5.6578451
6.4424132, 5.6704109
6.4100517, 5.712575
6.4082917, 5.7142083
6.4066633, 5.71567
6.3804858, 5.7372982
6.31589, 5.79827
6.313235, 5.8137467
6.3103317, 5.8588533
6.2993817, 5.8979033
6.2926858, 5.9364739
6.28622, 5.97251
6.287875, 6.0034683
6.2850683, 6.06502
6.2894869, 6.3520353
6.3103673, 6.4045749
